H_ery_ID	peak_count	sig_peak_count	proportion_sig	SPU.hit	SPU.common_name	common_name	SPU.family	SPU.description	GRN	DE	PMC	sig_peak_count_ns	proportion_sig_ns
HER_23852.t1	5	1	0.2	SPU_024840	Sp-Mob1ph	Mob1ph	none	none	FALSE	TRUE	FALSE	0	0
HER_23859.t1	1	0	0	SPU_024841	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_23861.t1	1	0	0	SPU_023944	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_23862.t1	6	0	0	SPU_022663	none	NA	none	none	FALSE	TRUE	FALSE	1	0.166666666666667
HER_23863.t1	4	0	0	SPU_027455	Sp-Stpg2	Stpg2	none	sperm-tail PG-rich repeat containing 2-like, Sp-Hypp_2904	FALSE	FALSE	FALSE	0	0
HER_23864.t1	3	0	0	SPU_021609	Sp-CbpdEL_1	CbpdEL_1	metalloprotease	none	FALSE	TRUE	FALSE	0	0
HER_39289.t1	4	0	0	SPU_019063	Sp-Nek9-2	Nek9	none	NIMA (never in mitosis gene a)- related kinase 9-2	FALSE	TRUE	FALSE	0	0
HER_23880.t2	3	1	0.333333333333333	SPU_028068	Sp-Kcnma1	Kcnma1	calcium-activated potassium channel 	KCNMA1	FALSE	FALSE	FALSE	0	0
HER_23881.t1	2	0	0	SPU_028069	Sp-Samd8	Samd8	SAM domain, PAP2 superfamily	sterile alpha motif domain containing 8, sphingomyelin synthase-related protein 1, SMSr, Sp-Sam8	FALSE	TRUE	FALSE	0	0
HER_23904.t1	1	0	0	SPU_015565	Sp-Rhogap24l1	Rhogap24l1	RhoGAP	RhoGAP LIke 1, Rho GTPase activating protein 24, ARHGAP24, p73 RhoGAP	FALSE	TRUE	FALSE	0	0
HER_23928.t1	5	0	0	SPU_026650	Sp-Gsn_1	Gsn_1	gelsolin superfamily	gelsolin-1	FALSE	FALSE	FALSE	0	0
HER_39292.t1	3	0	0	SPU_020495	Sp-Hypp_2509	Hypp_2509	none	hypothetical protein-2509	FALSE	FALSE	FALSE	0	0
HER_23929.t1	2	0	0	SPU_028146	Sp-Slc15a4_2	Slc15a4_2	none	peptide/histidine transporter	FALSE	TRUE	FALSE	0	0
HER_23932.t1	1	0	0	SPU_006766	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_23943.t1	1	0	0	SPU_023157	Sp-Hypp_1075	Hypp_1075	RING-finger superfamily	hypothetical protein-1075	FALSE	TRUE	FALSE	1	1
HER_23945.t1	1	0	0	SPU_012548	Sp-Sparc_2	Sparc_2	none	osteonectin, SPARC	FALSE	TRUE	FALSE	0	0
HER_23946.t1	4	0	0	SPU_012549	Sp-Mt1-4/MmpL4	Mt1	M10 Peptidase	Matrix metalloproteinase 14, membrane matrix metalloprotease	FALSE	TRUE	FALSE	0	0
HER_39293.t1	4	0	0	SPU_021812	Sp-CycT	CycT	cyclin	none	FALSE	TRUE	FALSE	0	0
HER_23949.t1	6	0	0	SPU_022501	Sp-Ptpn13	Ptpn13	non-receptor protein tyrosine phosphatase	protein tyrosine phosphatase, non-receptor type 13; PTP-BAS; FAP-1; PTP1E; RIP; PTPL1; PTP-BL	FALSE	FALSE	FALSE	0	0
HER_23950.t1	2	0	0	SPU_007260	Sp-Hadhsc	Hadhsc	none	Short chain 3-hydroxyacyl-CoA dehydrogenase, mitochondrial precursor (HCDH) (Medium and short chain L-3-hydroxyacyl-coenzyme A dehydrogenase)	FALSE	TRUE	FALSE	0	0
HER_23951.t2	1	0	0	SPU_004964	Sp-Pkg2	Pkg2	none	protein kinase cGMP dependent type 1 alpha isoform	FALSE	FALSE	FALSE	0	0
HER_23953.t1	1	0	0	SPU_014853	Sp-FcgbpL_1	FcgbpL_1	FN3 superfamily	Fc fragment of IgG binding protein-like-1	FALSE	TRUE	FALSE	0	0
HER_23954.t1	1	0	0	SPU_004965	Sp-Bbox1_2	Bbox1_2	none	Gamma-butyrobetaine dioxygenase (Gamma-butyrobetaine,2-oxoglutarate dioxygenase) (Gamma-butyrobetaine hydroxylase) (Gamma-BBH)	FALSE	TRUE	FALSE	0	0
HER_23955.t1	3	0	0	SPU_006163	Sp-Dctn4	Dctn4	none	dynactin 4 (p62)	FALSE	TRUE	FALSE	0	0
HER_39300.t1	2	0	0	SPU_020608	Sp-Hypp_981	Hypp_981	none	hypothetical protein-981	FALSE	TRUE	FALSE	0	0
HER_23959.t1	6	1	0.166666666666667	SPU_024249	Sp-Chat	Chat	N-acetyltransferase 	Choline Acetyltransferase 	FALSE	TRUE	FALSE	1	0.166666666666667
HER_23960.t1	3	0	0	SPU_027098	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_39301.t1	3	0	0	SPU_020610	Sp-Zfand5b	Zfand5b	zn-AN1 superfamily	zinc finger, AN1-type domain 5b	FALSE	TRUE	FALSE	0	0
HER_23965.t1	3	0	0	SPU_017194	Sp-Srcr138	Srcr138	SRCR	none	FALSE	TRUE	FALSE	0	0
HER_23966.t1	1	0	0	SPU_027390	Sp-Ewamph	Ewamph	none	none	FALSE	TRUE	FALSE	0	0
HER_23967.t1	2	0	0	SPU_027390	Sp-Ewamph	Ewamph	none	none	FALSE	TRUE	FALSE	0	0
HER_23969.t1	4	0	0	SPU_006060	Sp-Hif1an	Hif1an	none	hoxia-inducible factor 1, alpha subunit inhibitor	FALSE	FALSE	FALSE	0	0
HER_23971.t1	4	0	0	SPU_018423	Sp-Ash2	Ash2	PHD_finger/trxG	none	FALSE	TRUE	FALSE	0	0
HER_23972.t1	3	0	0	SPU_024035	Sp-Aak1	Aak1	none	AP2 associated kinase 1-like (partial), BMP2 inducible kinase-like, Numb-associated kinase (Nak) homolog	FALSE	FALSE	FALSE	0	0
HER_23978.t1	2	0	0	SPU_008650	Sp-Rps24	Rps24	none	ribosomal protein S24	FALSE	FALSE	FALSE	0	0
HER_23979.t1	4	0	0	SPU_008177	Sp-Nfkb	Nfkb	Rel homology domain (RHD), IPT domain, Ankyrin repeat  \t	nuclear factor of kappa light polypeptide gene enhancer in B cells 1(p105) and 2(p49/p100)-like, Nfkb1/2-like  	FALSE	TRUE	FALSE	0	0
HER_23980.t1	7	0	0	SPU_009833	Sp-Pde5a_1	Pde5a_1	GAF domain	phosphodiesterase 5A cGMP-specific (partial)	FALSE	FALSE	FALSE	0	0
HER_23982.t1	4	0	0	SPU_023575	Sp-Pde5a	Pde5a	GAF domain, HDc 	phosphodiesterase 5A cGMP-specific (partial)	FALSE	FALSE	FALSE	0	0
HER_39308.t1	1	0	0	SPU_027998	Sp-Rfxdc2L	Rfxdc2L	RFX_DNA_binding superfamily	regulatory factor X domain containing 2-like	FALSE	TRUE	FALSE	0	0
HER_23983.t1	3	0	0	SPU_010273	Sp-Slc16a14L_1	Slc16a14L_1	MFS superfamily	solute carrier family 16, member 14 (monocarboxylic acid transporter 14)-like-1	FALSE	TRUE	FALSE	0	0
HER_23993.t1	1	0	0	SPU_023057	Sp-Chst9_3	Chst9_3	sulfotransfer_2 superfamily	carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 9-3	FALSE	TRUE	FALSE	0	0
HER_23994.t1	1	0	0	SPU_023058	Sp-Golt1B	Golt1B	none	golgi transport 1 homolog B	FALSE	TRUE	FALSE	0	0
HER_24000.t1	2	0	0	SPU_027236	Sp-Vdac2_1	Vdac2_1	none	Voltage-dependent anion-selective channel protein 2 (VDAC-2) (mVDAC2) (mVDAC6) (Outer mitochondrial membrane protein porin 2)	FALSE	TRUE	FALSE	0	0
HER_24002.t1	4	2	0.5	SPU_027233	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_24003.t1	5	1	0.2	SPU_017368	Sp-Herc4-5	Herc4	RCC1 superfamily, HECTc superfamily	hect domain and RLD 4-5	FALSE	FALSE	FALSE	0	0
HER_24004.t1	1	0	0	SPU_017369	Sp-Hypp_1349	Hypp_1349	CH superfamily	hypothetical protein-1349	FALSE	TRUE	FALSE	0	0
HER_24005.t1.1.5f2c6b46	2	0	0	SPU_005775	Sp-Hypp_464	Hypp_464	PBPb superfamily	hypothetical protein-464	FALSE	TRUE	FALSE	0	0
HER_39313.t1	2	0	0	SPU_021813	Sp-Agps	Agps	GlcD	alkylglycerone phosphate synthase; alkyldihydroxyacetonephosphate synthase, peroxisomal	FALSE	TRUE	FALSE	0	0
HER_24027.t1	1	0	0	SPU_007546	Sp-Hypp_1727	Hypp_1727	none	hypothetical protein-1727	FALSE	TRUE	FALSE	0	0
HER_24032.t1	13	0	0	SPU_028132	Sp-Syt15	Syt15	synaptotagmin	synaptotagmin 15, Sp-Syt15-1, Sp-Syt15-1_1, Sp-Syt15_1	FALSE	TRUE	FALSE	0	0
HER_39314.t1	3	0	0	SPU_021033	Sp-Ache_25	Ache_25	esterase-lipase superfamily	acetylcholinesterase-25	FALSE	TRUE	FALSE	0	0
HER_24046.t1	2	0	0	SPU_019898	Sp-Cyp2L39	Cyp2L39	CYP2	Cytochrome P450 Family 2, CYP2	FALSE	TRUE	FALSE	0	0
HER_24047.t1	1	0	0	SPU_019899	Sp-Cyp2L40	Cyp2L40	CYP2	Cytochrome P450 Family 2, CYP2	FALSE	TRUE	FALSE	0	0
HER_24050.t1	1	1	1	SPU_019899	Sp-Cyp2L40	Cyp2L40	CYP2	Cytochrome P450 Family 2, CYP2	FALSE	TRUE	FALSE	0	0
HER_24103.t1	2	0	0	SPU_011064	Sp-Nodal	Nodal	Transforming growth factor beta	nodal homolog	TRUE	TRUE	FALSE	0	0
HER_24109.t1	1	0	0	SPU_025962	Sp-Anxa7_2	Anxa7_2	annexin superfamily	annexin A7-2	FALSE	TRUE	FALSE	0	0
HER_24110.t1	2	0	0	SPU_017252	Sp-Fmo5_2	Fmo5_2	none	Dimethylaniline monooxygenase [N-oxide-forming] 5 (Hepatic flavin-containing monooxygenase 5) (FMO 5) (Dimethylaniline oxidase 5)	FALSE	TRUE	FALSE	0	0
HER_24113.t1_HER_24114.t1	10	0	0	SPU_007822	Sp-Bmp3	Bmp3	Transforming growth factor beta	bone morphogenic protein 3-like, Gdf10-like, growth differentiation factor 10-like, bone-inducing protein-like, BIP-like, Bmp3a/b, Sp-Bmp3b	FALSE	TRUE	FALSE	0	0
HER_24116.t1	3	0	0	SPU_007821	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_24117.t1	4	0	0	SPU_007813	Sp-Hypp_527	Hypp_527	none	hypothetical protein-527	FALSE	FALSE	FALSE	0	0
HER_24120.t1	5	0	0	SPU_007814	Sp-Slc46a1L	Slc46a1L	MFS superfamily	solute carrier family 46, member 1-like	FALSE	FALSE	FALSE	0	0
HER_24128.t1	1	0	0	SPU_007816	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_24129.t1	4	0	0	SPU_020371	Sp-Wnt8	Wnt8	WNT	wingless-type MMTV integration site family, member 8	TRUE	TRUE	FALSE	0	0
HER_24130.t1	2	0	0	SPU_003133	Sp-Sfrs7L	Sfrs7L	RRM superfamily	splicing factor, arginine/serine-rich 7-like	FALSE	FALSE	FALSE	0	0
HER_24132.t1	5	0	0	SPU_003128	Sp-PtL	PtL	ankyrin superfamily	palmitoyltransferase (Micromonas)-like	FALSE	TRUE	FALSE	0	0
HER_24133.t1	3	0	0	SPU_003132	Sp-Rap1gds1	Rap1gds1	none	RAP1, GTP-GDP dissociation stimulator 1	FALSE	TRUE	FALSE	0	0
HER_24134.t1	2	0	0	SPU_010384	Sp-Paqr3	Paqr3	none	progestin and adipoQ receptor family member III	FALSE	TRUE	FALSE	0	0
HER_24136.t1	3	0	0	SPU_008077	Sp-Parg	Parg	NUC194 superfamily, PARG_cat superfamily	poly (ADP-ribose) glycohydrolase	FALSE	TRUE	FALSE	0	0
HER_24137.t1	4	0	0	SPU_015103	Sp-IpmeL	IpmeL	esterase/lipase	isoprenylcysteine alpha-carbonyl methylesterase-like, Pcme-like, Sp-CesL	FALSE	TRUE	FALSE	0	0
HER_24147.t1	1	1	1	SPU_015091	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_39324.t1	3	0	0	SPU_027340	Sp-Parp3	Parp3	none	Poly [ADP-ribose] polymerase 3	FALSE	FALSE	FALSE	0	0
HER_24166.t1	11	1	0.0909090909090909	SPU_027670	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24167.t1	3	0	0	SPU_027669	Sp-P4ha1_1	P4ha1_1	none	Prolyl 4-hydroxylase alpha-1 subunit precursor (4-PH alpha-1) (Procollagen-proline,2-oxoglutarate-4-dioxygenase alpha-1 subunit)	FALSE	TRUE	FALSE	0	0
HER_24170.t1	3	0	0	SPU_019359	Sp-Hypp_155	Hypp_155	none	hypothetical protein-155	FALSE	FALSE	FALSE	1	0.333333333333333
HER_24208.t1	7	0	0	SPU_023543	Sp-Fstl5	Fstl5	KAZAL_FS superfamily, IG superfamily	follistatin-like 5	FALSE	TRUE	FALSE	0	0
HER_39328.t1	2	0	0	SPU_027335	Sp-Gage2	Gage2	G antigen 2 	GAGE2	FALSE	FALSE	FALSE	0	0
HER_39329.t1	2	0	0	SPU_024104	Sp-Lhfpl3	Lhfpl3	L_HGMIC_fpl superfamily	lipoma HMGIC fusion partner-like 3	FALSE	FALSE	FALSE	0	0
HER_24211.t1	1	1	1	SPU_022852	Sp-Efcab6L_2	Efcab6L_2	EFh superfamily	EF-hand calcium binding domain 6-like-2	FALSE	TRUE	FALSE	0	0
HER_24223.t1	1	0	0	SPU_022851	Sp-Opsin4	Opsin4	none	Melanopsin	FALSE	FALSE	FALSE	0	0
HER_24226.t1	5	0	0	SPU_018260	Sp-Hypp_2376	Hypp_2376	none	hypothetical protein-2376	FALSE	TRUE	FALSE	0	0
HER_24227.t1	1	0	0	SPU_005757	Sp-Slc16a14	Slc16a14	none	solute carrier family 16 (monocarboxylic acid transporters), member 14	FALSE	TRUE	FALSE	0	0
HER_24235.t1	1	0	0	SPU_016312	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_39330.t1	1	0	0	SPU_028494	Sp-Serrp14	Serrp14	novel	none	FALSE	FALSE	FALSE	0	0
HER_24242.t1.1.5f2c6b48	1	1	1	SPU_023054	Sp-Fam194	Fam194	none	family with sequence similarity 194 member, KIAA0974-like, Sp-Hypp_2647	FALSE	TRUE	FALSE	0	0
HER_24243.t3.1.5f2c6b25	1	0	0	SPU_023779	Sp-Sec31a_1	Sec31a_1	WD40 superfamily	SEC31 homolog A (S. cerevisiae)-1	FALSE	TRUE	FALSE	0	0
HER_24243.t3	3	0	0	SPU_023779	Sp-Sec31a_1	Sec31a_1	WD40 superfamily	SEC31 homolog A (S. cerevisiae)-1	FALSE	TRUE	FALSE	0	0
HER_39331.t1	1	0	0	SPU_012961	Sp-Phlp	Phlp	none	phosducin-like	FALSE	FALSE	FALSE	0	0
HER_24245.t1	3	2	0.666666666666667	SPU_024518	Sp-Hypp_2740	Hypp_2740	none	hypothetical protein-2740	FALSE	TRUE	FALSE	0	0
HER_24246.t1	3	0	0	SPU_006725	Sp-Psd3L	Psd3L	Sec7 superfamily	pleckstrin and Sec7 domain containing 3-like	FALSE	FALSE	FALSE	1	0.333333333333333
HER_24247.t1	2	0	0	SPU_002389	Sp-Cox18h	Cox18h	60kD_IMP superfamily	COX18 cytochrome c oxidase assembly homolog	FALSE	TRUE	FALSE	0	0
HER_24249.t1	9	0	0	SPU_017249	Sp-Arxl	Arxl	homeobox-PRD	dorsal root ganglia homeobox-like, Drgx, Drg11, Prrxl1	FALSE	TRUE	FALSE	0	0
HER_24250.t1	1	0	0	SPU_017251	Sp-Sc5dL2	Sc5dL2	ERG3	sterol-C5-desaturase-like, lathosterol oxidase-like, Sp-SdL	FALSE	TRUE	FALSE	0	0
HER_24252.t1	1	0	0	SPU_006016	Sp-Nlr203	Nlr203	NACHT domain, Death domain, LRR	NACHT and LRR containing protein	FALSE	TRUE	FALSE	0	0
HER_24253.t1	2	0	0	SPU_026401	Sp-Polr3a_1	Polr3a_1	RNA_pol_RPB1_2 superfamily, RNA_pol_Rpb1_3 superfamily	polymerase (RNA) III (DNA directed) polypeptide A-1	FALSE	TRUE	FALSE	0	0
HER_24258.t1	1	0	0	SPU_016657	Sp-Ppp3c	Ppp3c	protein phosphatase	protein phosphatase 3 catalytic subunit, Ppp3ca/b/c, calcineurin, Caln, Sp-Cn, Sp-Cnas, Sp-Cnbs	FALSE	TRUE	FALSE	0	0
HER_24261.t3	3	0	0	SPU_010510	Sp-Rapgef2_1	Rapgef2_1	CAP_ED superfamily, REM superfamily, PDZ superfamily	Rap guanine nucleotide exchange factor (GEF) 2-1	FALSE	TRUE	FALSE	0	0
HER_24263.t1	1	0	0	SPU_016494	Sp-Prkg1	Prkg1	none	cGMP-dependent protein kinase 1, beta isozyme (cGK 1 beta) (cGKI-beta)	FALSE	TRUE	FALSE	0	0
HER_24266.t1	10	0	0	SPU_010509	Sp-Prkg1_1	Prkg1_1	CAP_ED superfamily	protein kinase, cGMP-dependent, type I_1	FALSE	TRUE	FALSE	0	0
HER_24269.t1	2	0	0	SPU_011155	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24271.t1	2	0	0	SPU_012120	Sp-AdkL2_1	AdkL2_1	adenosine kinase	adenosine kinase-like (partial duplicate), Sp-Adk_2	FALSE	TRUE	FALSE	0	0
HER_24272.t1	2	0	0	SPU_026350	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24277.t2	1	0	0	SPU_028064	Sp-Hypp_280	Hypp_280	peptidase_C19 superfamily	hypothetical protein-280; ubiquitin specific proteinase 54-like	FALSE	TRUE	FALSE	0	0
HER_24283.t1	1	0	0	SPU_012335	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_24284.t1	1	0	0	SPU_023334	Sp-Pcna	Pcna	none	proliferating cell nuclear antigen	FALSE	TRUE	FALSE	0	0
HER_24285.t1	1	0	0	SPU_009521	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24286.t1	1	0	0	SPU_009523	Sp-Klhl2_1	Klhl2_1	none	kelch-like 2, Mayven	FALSE	TRUE	FALSE	0	0
HER_24293.t1	7	0	0	SPU_017139	Sp-Bicc1	Bicc1	none	bicaudal-C	FALSE	TRUE	FALSE	0	0
HER_39334.t1	7	0	0	SPU_022858	none	NA	none	none	FALSE	FALSE	FALSE	1	0.142857142857143
HER_24299.t1	2	0	0	SPU_023320	Sp-Trpc5_2	Trpc5_2	none	Short Transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (Mtrp5) (trp-related protein 5) (Capacitative calcium entry channel 2) (CCE2) 	FALSE	FALSE	FALSE	0	0
HER_24304.t1	3	0	0	SPU_021726	Sp-Admp	Admp	TGF-beta propeptide	anti-dorsalizing morphogenetic protein-like	FALSE	TRUE	FALSE	0	0
HER_24305.t1	1	0	0	SPU_015943	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24310.t1	7	0	0	SPU_016981	Sp-Notch1-13	Notch1	CUB superfamily, EGF-like superfamily, LDLa superfamily	Notch homolog 1, translocation-associated	FALSE	TRUE	FALSE	0	0
HER_24311.t1_HER_24313.t1	3	0	0	SPU_015210	Sp-Cadherin	Cadherin	Cadherin	none	FALSE	TRUE	FALSE	0	0
HER_24314.t1	1	0	0	SPU_020906	Sp-QrfprL_5	QrfprL_5	7TM GPCR_1 superfamily	pyroglutamylated RFamide peptide receptor-like-5	FALSE	TRUE	FALSE	0	0
HER_24315.t1	2	0	0	SPU_020907	Sp-Rassf2	Rassf2	UBQ superfamily	Ras association domain family 2	FALSE	TRUE	FALSE	0	0
HER_24316.t2	1	0	0	SPU_012236	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24316.t1	6	0	0	SPU_012236	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24317.t1	1	0	0	SPU_012235	Sp-Rg9mtd2	Rg9mtd2	tRNA_m1G_MT superfamily	RNA (guanine-9-) methyltransferase domain containing 2	FALSE	TRUE	FALSE	0	0
HER_24325.t1	1	0	0	SPU_012237	Sp-Hrh4L_5	Hrh4L_5	7TM GPCR_1 superfamily	histamine receptor H4-like-5	FALSE	TRUE	FALSE	0	0
HER_24326.t1	1	0	0	SPU_022549	Sp-Ivd_2	Ivd_2	none	Isovaleryl-CoA dehydrogenase, mitochondrial precursor (IVD) 	FALSE	FALSE	FALSE	0	0
HER_24327.t1	2	0	0	SPU_022549	Sp-Ivd_2	Ivd_2	none	Isovaleryl-CoA dehydrogenase, mitochondrial precursor (IVD) 	FALSE	FALSE	FALSE	0	0
HER_24328.t1	1	0	0	SPU_027852	Sp-Mttp	Mttp	none	Microsomal triglyceride transfer protein large subunit precursor 	FALSE	FALSE	FALSE	0	0
HER_24329.t1	4	0	0	SPU_027850	Sp-Glud1	Glud1	none	Glutamate dehydrogenase 1  	FALSE	TRUE	FALSE	0	0
HER_24330.t1.1.5f2c6b29	2	0	0	SPU_012109	Sp-Ttrspn_9	Ttrspn_9	tetraspanin	none	FALSE	FALSE	FALSE	0	0
HER_24337.t1	2	0	0	SPU_024924	Sp-Orxn/np/qrfpLr1	Orxn/np/qrfpLr1	none	Sp-orexigenic-neuropeptide-QRFP-like-receptor-1	FALSE	FALSE	FALSE	0	0
HER_24343.t1	1	0	0	SPU_005958	Sp-Dnajhb12	Dnajhb12	DUF1977 superfamily	DnaJ (Hsp40) homolog, subfamily B, member 12	FALSE	TRUE	FALSE	0	0
HER_24349.t1	2	1	0.5	SPU_005957	Sp-4Ebp	4Ebp	none	4E binding protein	FALSE	FALSE	FALSE	0	0
HER_24354.t1	3	0	0	SPU_014461	Sp-Pitx1	Pitx1	homeobox-PRD	paired-like homeodomain 1, Sp-Pitx1_1	FALSE	TRUE	FALSE	0	0
HER_24357.t1	2	0	0	SPU_024167	Sp-Pla2g12	Pla2g12	PLA2G12 superfamily	phospholipase A2, group XIIA	FALSE	TRUE	FALSE	0	0
HER_24360.t1	2	1	0.5	SPU_024165	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24361.t1	1	0	0	SPU_017854	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_24364.t1	3	0	0	SPU_025183	Sp-Hypp_2777	Hypp_2777	none	hypothetical protein-2777	FALSE	FALSE	FALSE	0	0
HER_24365.t1	3	1	0.333333333333333	SPU_025182	Sp-Ppp2ca	Ppp2ca	none	Serine/threonine protein phosphatase 2A, catalytic subunit, alpha isoform (PP2A-alpha) (Replication protein C) (RP-C) 	FALSE	FALSE	FALSE	0	0
HER_24370.t1_HER_24371.t1	9	0	0	SPU_027517	Sp-Tet3L	Tet3L	none	tet oncogene family member 3-like	FALSE	FALSE	FALSE	0	0
HER_24370.t1_HER_24371.t1.1.5f2d7463	11	0	0	SPU_027517	Sp-Tet3L	Tet3L	none	tet oncogene family member 3-like	FALSE	FALSE	FALSE	0	0
HER_24370.t1_HER_24371.t1.2.5f2d7463	6	1	0.166666666666667	SPU_027517	Sp-Tet3L	Tet3L	none	tet oncogene family member 3-like	FALSE	FALSE	FALSE	0	0
HER_24372.t1	2	0	0	SPU_001825	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24372.t1.1.5f2c6b2a	2	0	0	SPU_001825	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24373.t1	2	0	0	SPU_009266	Sp-Cpsf1_1	Cpsf1_1	none	Cleavage and polyadenylation specificity factor, 160 kDa subunit - duplicate	FALSE	TRUE	FALSE	0	0
HER_24374.t1	2	0	0	SPU_022536	none	NA	none	none	FALSE	FALSE	FALSE	0	0
HER_24375.t1	1	0	0	SPU_026500	none	NA	none	none	FALSE	TRUE	FALSE	0	0
HER_24381.t1	2	1	0.5	SPU_024890	Sp-HH2az	HH2az	histone	none	FALSE	TRUE	FALSE	0	0
HER_24382.t1	4	0	0	SPU_024891	Sp-Lipf	Lipf	none	Gastric triacylglycerol lipase precursor (Gastric lipase) (GL) (Lingual lipase)	FALSE	TRUE	FALSE	0	0
HER_39341.t1	7	0	0	SPU_022857	Sp-Hrh1	Hrh1	histamine receptor family	Histamine Receptor H1	FALSE	FALSE	FALSE	0	0
HER_24390.t1_HER_24384.t1	6	1	0.166666666666667	SPU_009520	Sp-Tcf	Tcf	sox-hmg	T-cell factor 1/lymphoid enhancer-binding factor 1-like, Tcf7-like, SpTcf/Lef, Sp-Tcf, Sp-Lef1	TRUE	TRUE	FALSE	0	0
HER_24392.t1	3	0	0	SPU_022950	Sp-Wapal	Wapal	none	wings apart-like homolog	FALSE	FALSE	FALSE	0	0
HER_24393.t1	1	0	0	SPU_022949	Sp-Acsl5_2	Acsl5_2	none	Long-chain-fatty-acid--CoA ligase 5 (Long-chain acyl-CoA synthetase 5) (LACS 5) 	FALSE	TRUE	FALSE	0	0
HER_24401.t1	1	0	0	SPU_015069	Sp-Acsl5_3	Acsl5_3	none	acyl-CoA synthetase long-chain family member 5	FALSE	TRUE	FALSE	0	0
HER_24403.t1	1	1	1	SPU_007683	Sp-Acsl5	Acsl5	none	Long-chain-fatty-acid--CoA ligase 5 (Long-chain acyl-CoA synthetase 5) (LACS 5)	FALSE	TRUE	FALSE	0	0
HER_24410.t1	5	0	0	SPU_005884	Sp-Rack	Rack	none	RACK, receptor for activated protein kinase C, GBLP	FALSE	TRUE	FALSE	0	0
HER_39342.t1	6	0	0	SPU_021093	Sp-Hypp_2535	Hypp_2535	FN3 superfamily	hypothetical protein-2535; peptidylaminoacyl-L/D-isomerase (Bombina variegata)-like; Fc fragment of IgG binding protein-like	FALSE	FALSE	FALSE	0	0
HER_24412.t1_HER_24411.t1	5	0	0	SPU_011913	Sp-Adamts14L	Adamts14L	RPAP1-like	a disintegrin and metalloproteinase with  thrombospondin motifs 14-like, Adamts2/3/14-like, Sp-Adam/Ts2/3L2_1	FALSE	TRUE	FALSE	1	0.2
HER_24424.t1	1	0	0	SPU_016996	Sp-AkrL_2	AkrL_2	none	Alcohol dehydrogenase [NADP+] (Aldehyde reductase) (Aldo-keto reductase family 1 member A1) (3-DG-reducing enzyme)	FALSE	FALSE	FALSE	0	0
HER_24432.t1	5	4	0.8	SPU_016997	Sp-Hypp_2996	Hypp_2996	none	hypothetical protein-2996	FALSE	TRUE	FALSE	0	0
HER_24447.t1	1	1	1	SPU_017088	Sp-Ccdc111	Ccdc111	Herpes_UL52 superfamily	coiled-coil domain containing 111	FALSE	TRUE	FALSE	0	0
HER_24468.t1	1	1	1	SPU_016197	Sp-Slc16a3L_1	Slc16a3L_1	MFS superfamily	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)-like-1	FALSE	TRUE	FALSE	0	0
HER_24469.t1	1	0	0	SPU_016197	Sp-Slc16a3L_1	Slc16a3L_1	MFS superfamily	solute carrier family 16, member 3 (monocarboxylic acid transporter 4)-like-1	FALSE	TRUE	FALSE	0	0
HER_24472.t1	8	0	0	SPU_017090	Sp-Gulo_1	Gulo_1	FAD_binding_4 superfamily, ALO superfamily	gulonolactone (L-) oxidase-1	FALSE	TRUE	FALSE	0	0
HER_24476.t1.1.5f2c6b4d	4	0	0	SPU_015636	Sp-Bai3L	Bai3L	LamG superfamily, HRM superfamily	brain-specific angiogenesis inhibitor 3-like; KIAA0550 protein-like	FALSE	TRUE	FALSE	0	0
HER_24476.t1	2	0	0	SPU_015636	Sp-Bai3L	Bai3L	LamG superfamily, HRM superfamily	brain-specific angiogenesis inhibitor 3-like; KIAA0550 protein-like	FALSE	TRUE	FALSE	0	0
HER_24477.t1	2	0	0	SPU_015635	Sp-Hypp_795	Hypp_795	Herpes_LMP1 superfamily	hypothetical protein-795	FALSE	FALSE	FALSE	0	0
HER_37522.t1	1	0	0	SPU_027174	Sp-Ccdc51	Ccdc51	none	coiled-coil domain containing 51	FALSE	TRUE	FALSE	0	0
